Reference,Shodhan,Solvent,Extracts,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400
KMR,Ashodhit,Water,WABD2,-0.8667688,-0.9098862,-0.6685044,-0.4898322,-0.2573032,-0.3131687,-0.4541771,-0.1719802,-0.3516649,-0.1388816,-0.2279359,-0.239585,-0.2237719,-0.07273453,-0.2293027,-0.1402079,-0.2465055,-0.2074964,-0.2789951,-0.1939508,-0.1968986,-0.2651881,-0.1562809,-0.1471392,-0.1982123,-0.1884217,-0.2531129,-0.3245367,-0.2406144,-0.2332338,-0.203289,-0.2365345,-0.232369,-0.2481961,-0.2495767,-0.2391354,-0.2798603,-0.281267,-0.2622152,-0.286975,-0.2913373,-0.303821,-0.3087093,-0.3110225,-0.3116007,-0.3159261,-0.3266784,-0.3371901,-0.3393169,-0.363302,-0.3564455,-0.366652,-0.382104,-0.3688906,-0.3743575,-0.3919893,-0.4255037,-0.414817,-0.4211445,-0.4009864,-0.4209929,-0.4126522,-0.4289733,-0.4363716,-0.4335984,-0.4663313,-0.4566789,-0.4748872,-0.4527547,-0.4695816,-0.4588205,-0.4764927,-0.491628,-0.4734996,-0.5232918,-0.5224026,-0.5637598,-0.5408865,-0.4837612,-0.4897804,-0.5359042,-0.4911808,-0.4484491,-0.4522908,-0.4518331,-0.5282528,-0.4797532,-0.4151405,-0.4185767,-0.3905363,-0.5433852,-0.4619057,-0.3447667,-0.2953734,-0.2689186,-0.2473643,-0.3051378,-0.3181678,-0.1916928,-0.2863061,-0.1684007,-0.1082489,-0.1137696,-0.07636059,-0.07631378,0.03053176,0.03593055,-0.03158031,0.103336,0.1935418,0.2540514,0.1311758,0.2249499,0.3489513,0.2499245,0.4307437,0.2982705,0.4783738,0.4701023,0.3404394,0.5241455,0.5630758,0.5155941,0.5265727,0.6448816,0.6869647,0.7508304,0.777897,0.6788584,1.060892,0.9485656,0.9626229,1.119165,0.9681114,0.9577004,0.8928906,1.202484,1.003224,1.312054,1.288648,1.342347,1.654221,1.626609,1.672696,1.711364,1.450737,1.749715,1.763384,1.894053,1.593518,1.735476,1.88534,1.795561,1.985563,2.037436,1.956898,1.997712,1.797451,1.885796,1.671364,1.416272,1.412756,1.306867,1.145898,1.107837,1.010259,0.9477666,0.8748061,0.8043891,0.7581823,0.7070487,0.6465007,0.5830323,0.5208238,0.479471,0.4189727,0.3666227,0.3232064,0.2798344,0.2412671,0.2027306,0.1682413,0.1383385,0.1095065,0.08144356,0.05694133,0.03519559,0.01471658,-0.004169777,-0.02164782,-0.03769543,-0.05346252,-0.06698842,-0.0796426,-0.09220027,-0.1034679,-0.1140259,-0.1235249,-0.1324082,-0.1409198,-0.1479936,-0.1550826,-0.161383,-0.1673275,-0.1730764,-0.1779341,-0.1823663,-0.1867608,-0.1904673,-0.1935251,-0.1967686
Kupilu,Ashodhit,Water,WAKBD2,-2.262541,-0.462727,-0.2460919,-0.3483275,-0.6240133,-0.4475388,-0.5426931,-0.3858366,-0.2406977,-0.3882462,-0.2631436,-0.3885022,-0.291256,-0.3173793,-0.3496608,-0.1690115,-0.2411231,-0.2571832,-0.218483,-0.1882396,-0.1682383,-0.2832502,-0.3559602,-0.2233471,-0.2777645,-0.2420822,-0.2373634,-0.2134067,-0.225983,-0.228965,-0.2391068,-0.2360684,-0.274095,-0.2540652,-0.263168,-0.3400995,-0.2759517,-0.291855,-0.4040141,-0.329699,-0.2942973,-0.3233064,-0.3320553,-0.3137691,-0.3287962,-0.3267675,-0.3496293,-0.3739585,-0.3675554,-0.3781098,-0.3780361,-0.3760465,-0.3718935,-0.3708415,-0.3729973,-0.3791086,-0.3790893,-0.3834375,-0.424105,-0.3899316,-0.4588348,-0.5009012,-0.4276147,-0.4054333,-0.4718936,-0.4353911,-0.4425626,-0.480652,-0.491462,-0.493929,-0.4873357,-0.4520757,-0.467379,-0.4565123,-0.4818886,-0.5043045,-0.4226437,-0.4515104,-0.4470349,-0.4366073,-0.4764608,-0.4533274,-0.4750899,-0.4017577,-0.4876522,-0.439735,-0.3659975,-0.3628201,-0.4199794,-0.4767607,-0.3833684,-0.505228,-0.3900348,-0.4188423,-0.3368896,-0.3456387,-0.4067654,-0.2978549,-0.3278442,-0.3027816,-0.2763907,-0.2618795,-0.2138853,-0.1636572,-0.1616792,-0.1318163,-0.09556701,-0.0339971,-0.02811823,0.02883786,0.113923,0.1263291,0.1448201,0.2180985,0.208656,0.2231612,0.3625001,0.1111129,0.4384238,0.2215249,0.1001948,0.42903,0.5170402,0.6733307,0.6545993,0.4854898,0.5503139,0.86652,0.9130764,0.8513246,0.702365,0.9747111,1.1604,0.9485065,1.231217,1.066309,1.345513,1.237813,1.457101,1.255414,1.311246,1.115721,1.274213,1.259745,1.521426,1.703983,1.372539,1.768453,1.751755,1.889903,1.820116,1.763202,2.203032,2.110582,2.203578,2.078806,2.250589,2.133198,2.384239,2.126318,2.438305,2.312667,2.502822,2.306545,2.680484,2.347897,2.108096,1.871993,1.488726,1.285729,1.107767,0.9943782,0.882572,0.7673368,0.6639218,0.555342,0.4629147,0.3792726,0.303757,0.2388541,0.175219,0.1212298,0.07431036,0.03149605,-0.007985877,-0.04251339,-0.0726277,-0.09940892,-0.1231925,-0.1442014,-0.1631998,-0.1800848,-0.1943753,-0.2069397,-0.2188467,-0.2290021,-0.2380241,-0.2455574,-0.252162,-0.2581094,-0.2628946,-0.2672063,-0.2708196,-0.2739991,-0.2768755,-0.2794722,-0.2815385,-0.2832805,-0.2844473,-0.2853997,-0.2864241
KMR,Shodhit,Water,WS1BD2,-0.9667395,-1.09813,-0.4194094,-0.6003545,-1.094911,-0.3806926,-0.1765493,-0.3324356,-0.3685903,-0.3073674,-0.2980285,-0.347562,-0.2833453,-0.1921399,-0.1841599,-0.453482,-0.3771051,-0.282681,-0.4265917,-0.381157,-0.2050628,-0.368758,-0.214571,-0.2074904,-0.2217762,-0.354337,-0.2108245,-0.2968845,-0.2474811,-0.3027265,-0.250371,-0.2645937,-0.3464778,-0.245871,-0.3110091,-0.3282387,-0.2740002,-0.2737513,-0.2898487,-0.323369,-0.2837579,-0.2865704,-0.2719461,-0.268297,-0.2723575,-0.3054292,-0.295475,-0.2829157,-0.3543894,-0.2902729,-0.3079332,-0.3031519,-0.3300519,-0.3570322,-0.3137041,-0.3208866,-0.3406007,-0.4158913,-0.3529719,-0.3480247,-0.3451873,-0.3631363,-0.3888257,-0.3923786,-0.3331761,-0.3517478,-0.3358339,-0.3790061,-0.382773,-0.418734,-0.3950829,-0.420886,-0.3444162,-0.3639042,-0.3441287,-0.3238209,-0.3652783,-0.3200543,-0.4093376,-0.3222142,-0.3347462,-0.2847775,-0.257268,-0.4509143,-0.3035333,-0.3644798,-0.2570232,-0.3415047,-0.1625906,-0.381618,-0.2361336,-0.2603966,-0.1988733,-0.3422973,-0.04321775,0.02528552,-0.1031653,-0.07260056,0.1513137,0.002711725,0.1101179,0.1120687,0.1369999,0.1626199,0.3818126,0.194236,0.2631533,0.107328,0.3725263,0.3506165,0.4973716,0.5444671,0.4975217,0.4861305,0.6392567,0.6777133,0.6210737,0.7106379,0.7100455,0.6040452,0.7185387,0.9799571,0.9314303,1.023242,0.7375222,1.088295,1.269301,1.264964,1.108597,1.188357,1.503102,1.40054,1.227614,1.533832,1.671506,1.211109,1.223578,1.527727,1.442769,1.894455,1.764981,1.581229,1.632318,1.846528,1.741446,1.414075,1.596204,1.70656,1.974434,1.803769,1.478603,1.287568,1.295767,1.19561,1.161036,1.097237,1.058004,1.014173,0.9645433,0.9053487,0.8578753,0.8292154,0.8001728,0.7295577,0.679258,0.6263934,0.5795267,0.5304315,0.4856459,0.4385465,0.3913431,0.3390125,0.300077,0.2554811,0.2152341,0.1743363,0.1356599,0.09961107,0.06503889,0.03466642,0.003243362,-0.0233292,-0.04781612,-0.07019869,-0.09130366,-0.1103792,-0.1274384,-0.143047,-0.1573748,-0.1703666,-0.1824431,-0.193506,-0.2029706,-0.2120561,-0.2207001,-0.2284311,-0.2357089,-0.2416066,-0.2474403,-0.252907,-0.2571861,-0.2612913,-0.2648175,-0.2682445,-0.2711098,-0.2738196,-0.2760781,-0.2780155,-0.2794889,-0.280691,-0.2817862
KMR,Shodhit,Water,WS2BD2,-2.124044,-0.7713824,-0.4379236,-0.6343235,-0.3503585,-0.1974066,-0.4919587,-0.2452323,-0.1426989,-0.1937,-0.08592326,-0.216494,0.02005659,-0.1337178,-0.2868718,-0.06510717,-0.1269476,-0.1000938,-0.1134521,-0.2704661,-0.07198972,-0.08721478,-0.07235975,-0.1222642,-0.1109097,-0.1267059,-0.06708441,-0.1594937,-0.05372044,-0.06974008,-0.1460149,-0.1099207,-0.09234925,-0.07465023,-0.09284075,-0.09577955,-0.09938905,-0.1391851,-0.1112306,-0.08948197,-0.0859055,-0.06665209,-0.07910812,-0.07517446,-0.08865133,-0.07081437,-0.04529718,-0.05794738,-0.0380473,-0.07450308,-0.05140898,-0.06185885,-0.05006657,-0.02329531,-0.03160918,-0.01014305,-0.03220014,-0.01860261,-0.007665262,-0.03373564,-0.05488259,-0.06390397,-0.1382203,-0.009775741,-0.04282989,-0.009156493,-0.05419464,-0.03614286,-0.06054893,-0.09720594,-0.03886821,-0.08799065,-0.002695918,0.004024331,-0.1242499,-0.160085,-0.006326974,-0.01854123,-0.06511088,0.1385838,0.04176613,-0.03524702,0.06982001,0.09405449,0.2338973,0.2903731,0.210458,0.2265528,0.1108172,-0.0407146,0.1347136,0.2377247,0.2364492,0.2034791,0.1217964,0.02859124,0.2630623,0.06822719,0.232607,0.1142704,0.04772017,0.07700834,0.1778561,0.09331417,0.07207081,0.1400978,0.1569369,0.2830787,0.1652271,0.1599536,0.1777136,0.261715,0.2014622,0.2566374,0.3158415,0.3063845,0.2535092,0.3787778,0.3745338,0.6862084,0.4256044,0.7407198,0.6376896,0.5679015,0.8293207,0.7803963,0.9375835,0.834887,0.7564192,0.6587463,1.216375,0.6459409,0.57263,0.8126313,0.7233767,0.8145435,0.7500361,0.7573784,0.8296287,0.8037342,0.8548351,0.8375532,0.7787193,0.8311756,0.7074058,0.7951198,0.7385166,0.7577873,0.7366814,0.6860712,0.6429219,0.6500347,0.6245099,0.6328603,0.5739657,0.5382478,0.5050324,0.4937726,0.4724577,0.4272005,0.4088595,0.3780663,0.3529001,0.3330125,0.2965174,0.268611,0.2363541,0.2134077,0.1871307,0.1616402,0.1355639,0.1063354,0.07976516,0.05509587,0.02877758,0.007364551,-0.01589659,-0.03732238,-0.05694443,-0.0752961,-0.09337216,-0.1090405,-0.1228733,-0.1359326,-0.1483767,-0.1593306,-0.1693566,-0.1786055,-0.1869683,-0.1942647,-0.2016583,-0.2085554,-0.2138443,-0.2187216,-0.2239554,-0.2286523,-0.2332028,-0.2367625,-0.2402709,-0.2436284,-0.2463695,-0.2489457,-0.2509394,-0.2529418,-0.2552396,-0.256975,-0.2586795,-0.2602105,-0.2611196,-0.2619217,-0.2628126
KMR,Shodhit,Water,WS3BD2,-1.134029,-0.466769,-0.6220098,-0.4730107,-0.6233389,-0.4065616,-0.3778113,-0.4938467,-0.6068437,-0.4540326,-0.4037822,-0.4334309,-0.4406967,-0.3880221,-0.2454972,-0.3169871,-0.3370236,-0.4523742,-0.1832432,-0.2490412,-0.3267662,-0.1582242,-0.1037199,-0.09897458,-0.03385139,-0.01098538,-0.02854796,-0.001308933,0.0200374,0.0837388,0.09484084,0.07161258,0.1142427,0.1163857,0.08412598,0.1404669,0.2192028,0.244689,0.2127807,0.2351883,0.2639202,0.3328192,0.3251667,0.291036,0.3436035,0.4203859,0.4360011,0.387048,0.4161945,0.4820026,0.4606021,0.4906344,0.387453,0.3495745,0.3181355,0.361432,0.1571246,0.1306984,0.08880939,0.09780554,0.04058392,0.02886193,0.0799489,-0.000104152,0.02662087,0.02059314,-0.007711164,-0.02022161,-0.03339988,0.01865617,-0.03589901,-0.03262888,0.007409708,0.03613466,0.01206658,0.01425147,0.08107651,0.03377744,0.0725181,0.001036997,0.02850727,0.01250095,0.01903791,0.01205441,0.009802765,0.01246461,0.03034109,0.03602283,0.04148022,0.02121446,0.05557507,0.07489859,0.08171042,0.07512392,0.06182791,0.05679078,0.0674472,0.08222051,0.06737597,0.06541792,0.06060731,0.0597408,0.0699326,0.07366669,0.06826133,0.08414759,0.0830833,0.09079855,0.1036945,0.109043,0.1104414,0.1207315,0.1301802,0.1506544,0.1714706,0.188454,0.1863753,0.1956492,0.2487281,0.2894295,0.3245021,0.3212817,0.3616532,0.3615113,0.3633029,0.4027826,0.4195717,0.4459995,0.4202076,0.4446944,0.4770612,0.4869661,0.5070481,0.519523,0.5318547,0.5184457,0.5308197,0.5600444,0.5598661,0.5443502,0.5089065,0.5058833,0.5323401,0.5273307,0.514855,0.5249181,0.5176576,0.5145243,0.491391,0.4605515,0.4566913,0.443287,0.4244335,0.3907751,0.3778838,0.3519213,0.338312,0.3189991,0.3027222,0.2811069,0.2589804,0.2397747,0.2175714,0.1997377,0.1753043,0.1570135,0.1359999,0.1166096,0.09577993,0.07624333,0.056711,0.03668211,0.01622052,-0.000468582,-0.01897752,-0.03774051,-0.05621834,-0.07128626,-0.08559435,-0.09889343,-0.1123943,-0.1236222,-0.1335979,-0.1430692,-0.1521707,-0.1605365,-0.1678328,-0.1743362,-0.1801705,-0.1852953,-0.1907538,-0.1952556,-0.1994016,-0.2027587,-0.2066609,-0.2098368,-0.2129366,-0.2153768,-0.217655,-0.2200089,-0.2215015,-0.2231655,-0.2244475,-0.2256036,-0.2269834,-0.2280804,-0.2288919,-0.2296732,-0.2299776,-0.2302442,-0.2305784
Kupilu,Shodhit,Water,WSKBD2,-1.366758,-0.8914575,-0.4467712,-1.131335,-0.6165782,-0.5103568,-0.3108864,-0.4067554,-0.4301128,-0.4844315,-0.5449387,-0.5241769,-0.5054179,-0.4276522,-0.5192358,-0.5207167,-0.4126458,-0.3216879,-0.342544,-0.3636376,-0.3513407,-0.2661479,-0.3388299,-0.3817849,-0.234528,-0.2848712,-0.2516946,-0.2241961,-0.1876764,-0.1677638,-0.1643209,-0.2057596,-0.1393395,-0.1457247,-0.1450352,-0.07030045,-0.0953942,-0.09386689,-0.03240859,-0.02018068,-0.0257348,-0.001356698,0.01430557,0.03531695,0.04868159,0.03486537,0.07198501,0.04391932,0.1042503,0.0621023,0.1089049,0.1273501,0.1652716,0.1579657,0.1363661,0.2197999,0.1925492,0.2393283,0.2620159,0.253061,0.3076638,0.3532585,0.3643705,0.4028952,0.4282875,0.4078844,0.4618553,0.5058954,0.5295451,0.5169387,0.5583209,0.5426399,0.5495981,0.6081982,0.5035824,0.6231509,0.6136059,0.473451,0.5447613,0.3637031,0.2948013,0.2636117,0.2004232,0.1189824,0.1432733,0.1912361,0.2136796,0.1933763,0.08264381,0.09567976,0.1186227,0.0723799,0.03511003,0.06287007,0.05708239,0.06788543,0.08320038,0.1612576,0.1994844,0.2435434,0.2611954,0.3175696,0.3341866,0.3518975,0.3948813,0.4466834,0.4821795,0.5409869,0.533224,0.5774443,0.6246717,0.6700567,0.6714377,0.7161348,0.7433742,0.712759,0.7979527,0.8471323,0.8167248,0.7866071,0.8258911,0.7927868,0.7190777,0.6613789,0.6678537,0.6276609,0.5915404,0.5899667,0.5303739,0.5531084,0.5406688,0.5257144,0.5291563,0.5439144,0.5601079,0.5806284,0.5937248,0.6064374,0.5909752,0.5942682,0.6067306,0.6018844,0.6012304,0.5898197,0.5823362,0.5631887,0.5468353,0.5204428,0.5113287,0.4761102,0.4373864,0.4129067,0.3844159,0.348788,0.3106656,0.2801329,0.246146,0.2104068,0.1744642,0.1406222,0.1063667,0.07516395,0.04188313,0.01148348,-0.02019106,-0.04897051,-0.07658631,-0.1050562,-0.1289717,-0.1503808,-0.1721269,-0.1933061,-0.2122588,-0.2290392,-0.2449695,-0.2614305,-0.2762463,-0.2882342,-0.2987293,-0.3083157,-0.3171662,-0.3244062,-0.3304012,-0.3361886,-0.3410816,-0.3454168,-0.3486939,-0.3514346,-0.3535677,-0.3554664,-0.3572452,-0.3582099,-0.3588883,-0.3593506,-0.3597279,-0.3597573,-0.3595721,-0.3589247,-0.3582388,-0.3576477,-0.3566448,-0.3557915,-0.354353,-0.3528926,-0.3516691,-0.3503912,-0.3489661,-0.3472849,-0.3453908,-0.3436485,-0.341951
KMR,Ashodhit,PetEther,PABD2,-0.5258436,0.152677,-0.482697,-0.03488605,-0.16101,0.009552015,-1.186713,0.1081195,-1.287331,-1.199083,-0.7916436,-0.9602137,-1.002596,-1.468076,-1.11771,-0.1187186,-0.8721512,-0.8777248,-1.051487,-0.1433262,-0.5359812,-0.2523786,0.2366513,0.4561669,0.3715706,0.5698158,0.4621184,0.5719146,0.4690582,0.5350649,0.4899984,0.3969132,0.4663397,0.4424221,0.433849,0.4071118,0.4119391,0.2853211,0.3523617,0.345437,0.329412,0.3030966,0.2871053,0.2598319,0.2124871,0.216772,0.1573302,0.1878054,0.1694483,0.1148631,0.04820424,0.09403446,0.08359951,0.009285268,0.04713238,-0.06851468,0.01013768,0.00277409,-0.01361553,-0.08128803,-0.1161603,-0.07479044,-0.09247808,-0.09343284,-0.1361111,-0.1686178,-0.1650129,-0.2056188,-0.2604671,-0.2526078,-0.2926061,-0.2738335,-0.3049174,-0.2897884,-0.3908306,-0.3666041,-0.447181,-0.4256673,-0.4269563,-0.3500653,-0.4067251,-0.5603944,-0.4127134,-0.4522131,-0.4662464,-0.4845517,-0.4477494,-0.5340105,-0.5376643,-0.5539734,-0.5189013,-0.5523602,-0.4202987,-0.4435219,-0.5233612,-0.3634023,-0.3062311,-0.2485152,-0.3669618,-0.2287327,-0.3653809,-0.1652046,-0.1324092,-0.1418843,0.000182353,0.0575807,0.1156167,0.1149755,0.2556761,0.1735073,0.2099379,0.2097567,0.3988522,0.4325226,0.4288721,0.5476171,0.3844006,0.3833033,0.4509209,0.5670102,0.5791379,0.5708017,0.674261,0.953062,0.6700814,0.7932692,0.7885612,0.6146529,0.5749528,0.8705003,0.9046137,1.216978,1.139226,1.176603,0.8723358,1.068236,1.362264,1.104532,1.401135,1.568202,1.417927,1.203667,1.617622,1.429777,1.738035,1.414478,1.551178,1.946398,1.803126,1.775293,1.838885,1.964501,2.007749,1.888816,1.89988,2.002233,2.14544,1.55768,1.414739,0.9374289,0.6701509,0.4356162,0.2527732,0.124034,0.01243779,-0.0661947,-0.1248323,-0.1695534,-0.2021543,-0.2331281,-0.2609482,-0.285322,-0.2995714,-0.3148011,-0.3305203,-0.3483114,-0.3618242,-0.3710204,-0.3794576,-0.3862132,-0.3919912,-0.3963937,-0.4002859,-0.4022658,-0.4047926,-0.4068473,-0.4077769,-0.4080334,-0.4087052,-0.4080609,-0.4076822,-0.4069696,-0.4061301,-0.4047797,-0.4037653,-0.4012685,-0.3998174,-0.3974258,-0.3953265,-0.3932577,-0.3902689,-0.3877463,-0.3848321,-0.3817068,-0.3789805,-0.3759048,-0.3729211,-0.3698606,-0.366797,-0.3633781,-0.3601825
KMR,Shodhit,PetEther,PESBD2,-0.5258436,0.152677,-0.482697,-0.03488605,-0.16101,0.009552015,-1.186713,0.1081195,-1.287331,-1.199083,-0.7916436,-0.9602137,-1.002596,-1.468076,-1.11771,-0.1187186,-0.8721512,-0.8777248,-1.051487,-0.1433262,-0.5359812,-0.2523786,0.2366513,0.4561669,0.3715706,0.5698158,0.4621184,0.5719146,0.4690582,0.5350649,0.4899984,0.3969132,0.4663397,0.4424221,0.433849,0.4071118,0.4119391,0.2853211,0.3523617,0.345437,0.329412,0.3030966,0.2871053,0.2598319,0.2124871,0.216772,0.1573302,0.1878054,0.1694483,0.1148631,0.04820424,0.09403446,0.08359951,0.009285268,0.04713238,-0.06851468,0.01013768,0.00277409,-0.01361553,-0.08128803,-0.1161603,-0.07479044,-0.09247808,-0.09343284,-0.1361111,-0.1686178,-0.1650129,-0.2056188,-0.2604671,-0.2526078,-0.2926061,-0.2738335,-0.3049174,-0.2897884,-0.3908306,-0.3666041,-0.447181,-0.4256673,-0.4269563,-0.3500653,-0.4067251,-0.5603944,-0.4127134,-0.4522131,-0.4662464,-0.4845517,-0.4477494,-0.5340105,-0.5376643,-0.5539734,-0.5189013,-0.5523602,-0.4202987,-0.4435219,-0.5233612,-0.3634023,-0.3062311,-0.2485152,-0.3669618,-0.2287327,-0.3653809,-0.1652046,-0.1324092,-0.1418843,0.000182353,0.0575807,0.1156167,0.1149755,0.2556761,0.1735073,0.2099379,0.2097567,0.3988522,0.4325226,0.4288721,0.5476171,0.3844006,0.3833033,0.4509209,0.5670102,0.5791379,0.5708017,0.674261,0.953062,0.6700814,0.7932692,0.7885612,0.6146529,0.5749528,0.8705003,0.9046137,1.216978,1.139226,1.176603,0.8723358,1.068236,1.362264,1.104532,1.401135,1.568202,1.417927,1.203667,1.617622,1.429777,1.738035,1.414478,1.551178,1.946398,1.803126,1.775293,1.838885,1.964501,2.007749,1.888816,1.89988,2.002233,2.14544,1.55768,1.414739,0.9374289,0.6701509,0.4356162,0.2527732,0.124034,0.01243779,-0.0661947,-0.1248323,-0.1695534,-0.2021543,-0.2331281,-0.2609482,-0.285322,-0.2995714,-0.3148011,-0.3305203,-0.3483114,-0.3618242,-0.3710204,-0.3794576,-0.3862132,-0.3919912,-0.3963937,-0.4002859,-0.4022658,-0.4047926,-0.4068473,-0.4077769,-0.4080334,-0.4087052,-0.4080609,-0.4076822,-0.4069696,-0.4061301,-0.4047797,-0.4037653,-0.4012685,-0.3998174,-0.3974258,-0.3953265,-0.3932577,-0.3902689,-0.3877463,-0.3848321,-0.3817068,-0.3789805,-0.3759048,-0.3729211,-0.3698606,-0.366797,-0.3633781,-0.3601825
KMR,Shodhit,PetEther,PS1BD2,-0.5994636,-0.4672762,-1.555401,0.1396876,-1.420524,0.09713884,-1.540706,-1.150739,-0.3828024,-0.8436507,-1.31363,-0.07496633,-0.4263045,0.2069557,-0.1955714,-0.3149316,-0.8444382,-1.1637,-0.1992445,-0.520205,-0.4702405,0.05814052,0.3120901,0.2850508,0.3433795,0.5609025,0.5502826,0.5221612,0.5364688,0.514867,0.5256083,0.5034614,0.4442759,0.4725635,0.4568849,0.3396689,0.3593796,0.3932145,0.3833732,0.3549259,0.334194,0.3220015,0.2873883,0.2513505,0.2649135,0.2176647,0.2122804,0.1749468,0.1298944,0.1670035,0.1161417,0.1168683,0.09006262,0.09209132,0.07354563,0.03120595,-0.01318394,-0.01895936,-0.007391084,-0.03807993,-0.03784474,-0.1541922,-0.1191476,-0.1700917,-0.2377192,-0.1866389,-0.2141316,-0.2464619,-0.259851,-0.2355412,-0.2774753,-0.249072,-0.326738,-0.3610135,-0.3193211,-0.4980932,-0.4042115,-0.3901452,-0.4694486,-0.4574633,-0.4225496,-0.4464641,-0.4670272,-0.4695447,-0.484351,-0.5280478,-0.5489077,-0.5021461,-0.4864016,-0.6907142,-0.5300859,-0.5156153,-0.5034004,-0.5679682,-0.5340179,-0.5415036,-0.5963396,-0.6655116,-0.4398976,-0.336616,-0.3067566,-0.3053298,-0.3484923,-0.2451813,-0.272483,-0.2460806,-0.2823071,-0.1282602,-0.1551854,0.006280817,0.03295393,-0.01272836,-0.0106178,0.1669833,0.2122079,0.09017059,0.1152423,0.06120416,0.262121,0.01504365,0.2118159,0.171685,0.3177355,0.3983245,0.4926037,0.4004719,0.7000176,0.5187949,0.7258757,0.8239533,0.7686789,0.5403895,0.9053009,0.8880512,0.6676671,0.8299762,0.6876699,0.8852088,0.9583208,1.208928,1.128863,1.22177,1.342429,0.9494383,1.365534,0.968658,1.207802,1.468883,1.402229,1.758039,1.386168,1.494565,1.629378,1.517221,1.523379,1.893279,1.697981,1.625427,1.851189,2.08671,1.995415,2.014685,1.723208,1.346939,1.072654,0.9353398,0.7175239,0.5275783,0.3887879,0.3157746,0.2259627,0.1525328,0.1103957,0.06128101,0.008705171,-0.03050486,-0.06656235,-0.09818754,-0.1249944,-0.14721,-0.1672457,-0.184433,-0.1975197,-0.2095076,-0.2210502,-0.2308683,-0.2397174,-0.2462343,-0.252399,-0.2582431,-0.2641019,-0.268165,-0.2719928,-0.2750711,-0.2779671,-0.2800806,-0.2827155,-0.2838819,-0.2849012,-0.2856759,-0.2859828,-0.2856659,-0.2858498,-0.2855539,-0.2850965,-0.2847051,-0.2839786,-0.2831876,-0.2819015,-0.2805733,-0.2790327
